accession	tier	bioproject	bait	bait_class	kmer_cov	known_phage_match	match_ref	qcov	identity	novelty
ERR13916413	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916413	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916414	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916414	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916415	E1	ERP165651	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
ERR13916415	E1	ERP165651	ECBAIT_10_0002_JUNCTION_02	junction	0.8289	no	-	-	-	novel (no known-phage match)
ERR13916415	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916416	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916416	E1	ERP165651	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7573	no	-	-	-	novel (no known-phage match)
ERR13916417	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.865	no	-	-	-	novel (no known-phage match)
ERR13916418	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916418	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916419	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916420	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916421	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916421	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8487	no	-	-	-	novel (no known-phage match)
ERR13916422	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916423	E1	ERP165651	ECBAIT_10_0002_JUNCTION_02	junction	0.8289	no	-	-	-	novel (no known-phage match)
ERR13916423	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916423	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916424	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916424	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916425	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8684	no	-	-	-	novel (no known-phage match)
ERR13916426	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916426	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7957	no	-	-	-	novel (no known-phage match)
ERR13916427	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916427	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8487	no	-	-	-	novel (no known-phage match)
ERR13916428	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.947	no	-	-	-	novel (no known-phage match)
ERR13916431	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916431	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916434	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8299	no	-	-	-	novel (no known-phage match)
ERR13916434	E1	ERP165651	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7068	no	-	-	-	novel (no known-phage match)
ERR13916441	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.735	no	-	-	-	novel (no known-phage match)
ERR13916444	E1	ERP165651	ECBAIT_10_0002_JUNCTION_02	junction	0.8289	no	-	-	-	novel (no known-phage match)
ERR13916444	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916444	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916447	E1	ERP165651	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
ERR13916447	E1	ERP165651	ECBAIT_10_0002_JUNCTION_02	junction	0.8289	no	-	-	-	novel (no known-phage match)
ERR13916447	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916447	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8838	no	-	-	-	novel (no known-phage match)
ERR13916447	E1	ERP165651	ECBAIT_1_0004_JUNCTION_02	junction	0.7021	no	-	-	-	novel (no known-phage match)
ERR13916451	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8299	no	-	-	-	novel (no known-phage match)
ERR13916457	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916457	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916463	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.865	no	-	-	-	novel (no known-phage match)
ERR13916508	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916508	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8487	no	-	-	-	novel (no known-phage match)
ERR13916509	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916509	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916512	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916513	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916514	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.865	no	-	-	-	novel (no known-phage match)
ERR13916515	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916515	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916516	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8419	no	-	-	-	novel (no known-phage match)
ERR13916517	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8915	no	-	-	-	novel (no known-phage match)
ERR13916518	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9179	no	-	-	-	novel (no known-phage match)
ERR13916519	E1	ERP165651	ECBAIT_10_0002_JUNCTION_02	junction	0.7577	no	-	-	-	novel (no known-phage match)
ERR13916519	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916519	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916520	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916520	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916521	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916521	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916522	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.865	no	-	-	-	novel (no known-phage match)
ERR13916523	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916523	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916524	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916524	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916525	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.865	no	-	-	-	novel (no known-phage match)
ERR13916526	E1	ERP165651	ECBAIT_10_0002_JUNCTION_01	junction	0.8052	no	-	-	-	novel (no known-phage match)
ERR13916526	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916526	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916526	E1	ERP165651	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8188	no	-	-	-	novel (no known-phage match)
ERR13916527	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
ERR13916527	E1	ERP165651	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7573	no	-	-	-	novel (no known-phage match)
ERR13916528	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8316	no	-	-	-	novel (no known-phage match)
ERR13916529	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916530	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916532	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
ERR13916532	E1	ERP165651	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7103	no	-	-	-	novel (no known-phage match)
ERR13916533	E1	ERP165651	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
ERR13916533	E1	ERP165651	ECBAIT_10_0002_JUNCTION_02	junction	0.8289	no	-	-	-	novel (no known-phage match)
ERR13916533	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916534	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916534	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916535	E1	ERP165651	ECBAIT_10_0002_JUNCTION_01	junction	0.8052	no	-	-	-	novel (no known-phage match)
ERR13916535	E1	ERP165651	ECBAIT_10_0002_JUNCTION_02	junction	0.901	no	-	-	-	novel (no known-phage match)
ERR13916535	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
ERR13916536	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916537	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
ERR13916538	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8068	no	-	-	-	novel (no known-phage match)
ERR13916538	E1	ERP165651	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7436	no	-	-	-	novel (no known-phage match)
ERR13916539	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916539	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916542	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8521	no	-	-	-	novel (no known-phage match)
ERR13916542	E1	ERP165651	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7701	no	-	-	-	novel (no known-phage match)
ERR13916543	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.947	no	-	-	-	novel (no known-phage match)
ERR13916544	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.865	no	-	-	-	novel (no known-phage match)
ERR13916545	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916545	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916546	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9214	no	-	-	-	novel (no known-phage match)
ERR13916547	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916548	E1	ERP165651	ECBAIT_0_0046_MEMBER_INTERIOR_01	member_interior	0.865	no	-	-	-	novel (no known-phage match)
ERR13916548	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8077	no	-	-	-	novel (no known-phage match)
ERR13916548	E1	ERP165651	ECBAIT_1_0022_JUNCTION_02	junction	0.9392	no	-	-	-	novel (no known-phage match)
ERR13916548	E1	ERP165651	ECBAIT_1_0022_JUNCTION_03	junction	0.9691	no	-	-	-	novel (no known-phage match)
ERR13916548	E1	ERP165651	ECBAIT_1_0022_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916549	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916549	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8487	no	-	-	-	novel (no known-phage match)
ERR13916550	E1	ERP165651	ECBAIT_10_0002_JUNCTION_02	junction	0.7588	no	-	-	-	novel (no known-phage match)
ERR13916550	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916550	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916671	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916671	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916672	E1	ERP165651	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
ERR13916672	E1	ERP165651	ECBAIT_10_0002_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
ERR13916672	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916672	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13916673	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
ERR13916673	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916674	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13916675	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
ERR13916676	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9231	no	-	-	-	novel (no known-phage match)
ERR13916677	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917104	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.865	no	-	-	-	novel (no known-phage match)
ERR13917105	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917105	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
ERR13917106	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917107	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
ERR13917108	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8684	no	-	-	-	novel (no known-phage match)
ERR13917109	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917110	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917110	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917111	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9179	no	-	-	-	novel (no known-phage match)
ERR13917112	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917112	E1	ERP165651	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7248	no	-	-	-	novel (no known-phage match)
ERR13917113	E1	ERP165651	ECBAIT_10_0002_JUNCTION_01	junction	0.8052	no	-	-	-	novel (no known-phage match)
ERR13917113	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917135	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13917136	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917136	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13917140	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8316	no	-	-	-	novel (no known-phage match)
ERR13917141	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9197	no	-	-	-	novel (no known-phage match)
ERR13917142	E1	ERP165651	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
ERR13917142	E1	ERP165651	ECBAIT_10_0002_JUNCTION_02	junction	0.8289	no	-	-	-	novel (no known-phage match)
ERR13917142	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917142	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13917167	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8915	no	-	-	-	novel (no known-phage match)
ERR13917168	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9205	no	-	-	-	novel (no known-phage match)
ERR13917169	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8308	no	-	-	-	novel (no known-phage match)
ERR13917170	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917171	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.947	no	-	-	-	novel (no known-phage match)
ERR13917172	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917172	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13917173	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917173	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917174	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8419	no	-	-	-	novel (no known-phage match)
ERR13917175	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.865	no	-	-	-	novel (no known-phage match)
ERR13917176	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917176	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8487	no	-	-	-	novel (no known-phage match)
ERR13917177	E1	ERP165651	ECBAIT_10_0002_JUNCTION_01	junction	0.8052	no	-	-	-	novel (no known-phage match)
ERR13917177	E1	ERP165651	ECBAIT_10_0002_JUNCTION_02	junction	0.8732	no	-	-	-	novel (no known-phage match)
ERR13917177	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917177	E1	ERP165651	ECBAIT_10_0151_MEMBER_INTERIOR_01	member_interior	0.7709	no	-	-	-	novel (no known-phage match)
ERR13917178	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917178	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8487	no	-	-	-	novel (no known-phage match)
ERR13917179	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917179	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8487	no	-	-	-	novel (no known-phage match)
ERR13917180	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.865	no	-	-	-	novel (no known-phage match)
ERR13917182	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917183	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.865	no	-	-	-	novel (no known-phage match)
ERR13917183	E1	ERP165651	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7009	no	-	-	-	novel (no known-phage match)
ERR13917184	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9453	no	-	-	-	novel (no known-phage match)
ERR13917185	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9709	no	-	-	-	novel (no known-phage match)
ERR13917246	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8786	no	-	-	-	novel (no known-phage match)
ERR13917246	E1	ERP165651	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7	no	-	-	-	novel (no known-phage match)
ERR13917247	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13917248	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917248	E1	ERP165651	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7573	no	-	-	-	novel (no known-phage match)
ERR13917249	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917249	E1	ERP165651	ECBAIT_10_0151_MEMBER_INTERIOR_01	member_interior	0.7205	no	-	-	-	novel (no known-phage match)
ERR13917250	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917251	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917251	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
ERR13917252	E1	ERP165651	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917252	E1	ERP165651	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
ERR13917256	E1	ERP165651	ECBAIT_10_0002_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
