accession	tier	scientific_name	bioproject	n_baits_ge_0.7	baits_ge_0.7
ERR13916548	E1	Escherichia coli	ERP165651	5	ECBAIT_0_0046_MEMBER_INTERIOR_01:0.865;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.808;ECBAIT_1_0022_JUNCTION_02:0.939;ECBAIT_1_0022_JUNCTION_03:0.969;ECBAIT_1_0022_MEMBER_INTERIOR_01:1.000
ERR13916550	E1	Escherichia coli	ERP165651	3	ECBAIT_10_0002_JUNCTION_02:0.759;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13916549	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.849
ERR13916671	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13916672	E1	Escherichia coli	ERP165651	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.763;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13916674	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13916673	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13916675	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
ERR13916676	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.923
ERR13917104	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR13916677	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13917105	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
ERR13917106	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13917107	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
ERR13917109	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13917108	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.868
ERR13917110	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13917111	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.918
ERR13917112	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.725
ERR13917113	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_JUNCTION_01:0.805;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13917135	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13917136	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13917140	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.832
ERR13917141	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.920
ERR13917142	E1	Escherichia coli	ERP165651	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13917167	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.891
ERR13917169	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.831
ERR13917168	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.920
ERR13917170	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13917171	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.947
ERR13917172	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13917173	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13917174	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.842
ERR13917175	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR13917176	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.849
ERR13917177	E1	Escherichia coli	ERP165651	4	ECBAIT_10_0002_JUNCTION_01:0.805;ECBAIT_10_0002_JUNCTION_02:0.873;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0151_MEMBER_INTERIOR_01:0.771
ERR13917178	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.849
ERR13917179	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.849
ERR13917180	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR13917182	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13917183	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.701
ERR13917184	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.945
ERR13917185	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.971
ERR13917246	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.879;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.700
ERR13917247	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13917248	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.757
ERR13917249	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0151_MEMBER_INTERIOR_01:0.721
ERR13917250	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13917251	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13917252	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13917256	E1	Escherichia coli	ERP165651	3	ECBAIT_10_0002_JUNCTION_02:0.763;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13917257	E1	Escherichia coli	ERP165651	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR13917258	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13917259	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13917260	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13917261	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.891
ERR13917262	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.813
ERR13917264	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.832
ERR13917265	E1	Escherichia coli	ERP165651	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.918
ERR13917266	E1	Escherichia coli	ERP165651	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
ERR13917267	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.832
ERR13917268	E1	Escherichia coli	ERP165651	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.828;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
ERR13917269	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.842;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.764
ERR13917270	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.842
ERR13917271	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13917272	E1	Escherichia coli	ERP165651	3	ECBAIT_0_0052_JUNCTION_01:0.722;ECBAIT_0_0052_JUNCTION_03:0.844;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13917273	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13925508	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_JUNCTION_01:0.805;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR13925528	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
ERR13925521	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
ERR13925529	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.849
ERR13925530	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13925531	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.849
ERR13925535	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
ERR13925532	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.849
ERR13925537	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
ERR13925539	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.947
ERR13925541	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.849
ERR13925549	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR13925596	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
ERR13925597	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR13925600	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13925601	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.832;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.755
ERR13925602	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.868
ERR13925611	E1	Escherichia coli	ERP165651	3	ECBAIT_0_0052_JUNCTION_01:0.722;ECBAIT_0_0052_JUNCTION_03:0.844;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.729
ERR13925615	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.842;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.705
ERR13925618	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13925619	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
ERR13925620	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.842
ERR13925622	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13925621	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.750
ERR13925623	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.849
ERR13925624	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.947
ERR13925625	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.849
ERR13925626	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.833
ERR13925627	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.849
ERR13925628	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.849
ERR13925629	E1	Escherichia coli	ERP165651	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13925632	E1	Escherichia coli	ERP165651	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.800;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.894
ERR13925633	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.849
ERR13925636	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.849
ERR13925639	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR13925642	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.849
ERR13925644	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13925645	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13925647	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR13925649	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR13925654	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.832
ERR13925657	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.808
ERR13925661	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13925659	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.701
ERR13925664	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13925666	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.704
ERR13925667	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.849
ERR13925668	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR13926093	E1	Escherichia coli	ERP165651	3	ECBAIT_0_0014_MEMBER_INTERIOR_01:0.789;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.918;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.757
ERR13926425	E1	Escherichia coli	ERP165651	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
ERR13926424	E1	Escherichia coli	ERP165651	3	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13926427	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13926428	E1	Escherichia coli	ERP165651	4	ECBAIT_10_0002_JUNCTION_01:0.805;ECBAIT_10_0002_JUNCTION_02:0.837;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0151_MEMBER_INTERIOR_01:0.768
ERR13926429	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.832
ERR13926448	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13926449	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
ERR13926452	E1	Escherichia coli	ERP165651	3	ECBAIT_10_0002_JUNCTION_02:0.763;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13926450	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.763
ERR13926453	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.908
ERR13926454	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
ERR13926456	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13926457	E1	Escherichia coli	ERP165651	3	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13926458	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.748
ERR13926459	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.839;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.717
ERR13926460	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.830;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.715
ERR13926462	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
ERR13926463	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13926464	E1	Escherichia coli	ERP165651	3	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13926465	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13926466	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.918;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.733
ERR13926613	E1	Escherichia coli	ERP165651	3	ECBAIT_0_0052_JUNCTION_01:0.722;ECBAIT_0_0052_JUNCTION_03:0.844;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.790
ERR13926615	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
ERR13926616	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13926622	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.739
ERR13926620	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.830;ECBAIT_1_0004_MEMBER_INTERIOR_01:1.000
ERR13926624	E1	Escherichia coli	ERP165651	4	ECBAIT_10_0002_JUNCTION_01:0.739;ECBAIT_10_0002_JUNCTION_02:0.771;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.755
ERR13926625	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13926630	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.828
ERR13926628	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.828
ERR13926632	E1	Escherichia coli	ERP165651	3	ECBAIT_10_0002_JUNCTION_02:0.758;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.828
ERR13926633	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR13926652	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.866
ERR13926649	E1	Escherichia coli	ERP165651	5	ECBAIT_0_0014_MEMBER_INTERIOR_01:0.784;ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13926686	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR13926689	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.947
ERR13926692	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.839
ERR13926695	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.925
ERR13926697	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR13926700	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.944;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.784
ERR13926701	E1	Escherichia coli	ERP165651	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
ERR13926707	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
ERR13926709	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.891
ERR13926711	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.947
ERR13927193	E1	Escherichia coli	ERP165651	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.802;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
ERR13927198	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR13927200	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.947
ERR13927202	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.891
ERR13927205	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
ERR13927212	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
ERR13927208	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13927287	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR13927288	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_JUNCTION_01:0.805;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13927291	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_JUNCTION_01:0.805;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.895
ERR13927292	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_JUNCTION_01:0.805;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13927294	E1	Escherichia coli	ERP165651	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
ERR13928816	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
ERR13928818	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974
ERR13928832	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.947
ERR13928840	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.947
ERR13928842	E1	Escherichia coli	ERP165651	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
ERR13928844	E1	Escherichia coli	ERP165651	3	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.825;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000
