accession	tier	scientific_name	bioproject	s3_url	zst_sha256	bait	kmer_cov	qcov	identity	contig	contig_len	target_span	strand	cigar	classification	ntm_strict_rule
DRR051036	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051036/DRR051036.contigs.fa.zst	b71c1edf2bb400ebbe13d3e47422d9ec100f5ee50ad8a2ee64511c128b0a4faf	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.9735	1.0	0.9992	DRR051036_245	7536	776-1976	+	251=1X948=	near-complete analogue	False
DRR051036	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051036/DRR051036.contigs.fa.zst	b71c1edf2bb400ebbe13d3e47422d9ec100f5ee50ad8a2ee64511c128b0a4faf	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.865	0.99	0.9949	DRR051036_246	1844	656-1844	-	71=1X112=1X2=1X79=1X758=1X100=1X60=	near-complete analogue	False
DRR051039	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051039/DRR051039.contigs.fa.zst	570693b27b65d94fc0f22ce1254a181c164fa868ae877319465dcff33d5be1f1	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR051039_153	7505	5560-6760	-	1200=	near-complete analogue	False
DRR051039	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051039/DRR051039.contigs.fa.zst	570693b27b65d94fc0f22ce1254a181c164fa868ae877319465dcff33d5be1f1	ECBAIT_10_0057_MEMBER_INTERIOR_01	1.0	0.99	1.0	DRR051039_217	1619	431-1619	-	1188=	near-complete analogue	False
DRR051041	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051041/DRR051041.contigs.fa.zst	3b87fe9bfca908218bc5fb9a7170808bd8aea74d87f33e7ba3a5760da38fca90	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR051041_269	7536	5560-6760	-	1200=	near-complete analogue	False
DRR051041	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051041/DRR051041.contigs.fa.zst	3b87fe9bfca908218bc5fb9a7170808bd8aea74d87f33e7ba3a5760da38fca90	ECBAIT_10_0057_MEMBER_INTERIOR_01	1.0	0.99	1.0	DRR051041_126	1619	0-1188	+	1188=	near-complete analogue	False
DRR051042	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051042/DRR051042.contigs.fa.zst	b54f0c9c8cce56151c87ec6cc4aac497a4a50e821a2b9345f19a79991368078e	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR051042_14	7536	776-1976	+	1200=	near-complete analogue	False
DRR051042	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051042/DRR051042.contigs.fa.zst	b54f0c9c8cce56151c87ec6cc4aac497a4a50e821a2b9345f19a79991368078e	ECBAIT_10_0057_MEMBER_INTERIOR_01	1.0	0.99	1.0	DRR051042_322	1619	0-1188	+	1188=	near-complete analogue	False
DRR051043	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051043/DRR051043.contigs.fa.zst	d212ec41609cfb742db3049c5c5a2917e2deafdbb7ee014099618961c774c936	ECBAIT_10_0002_JUNCTION_01	0.7268	1.0	0.99	DRR051043_185	13281	5006-5507	+	76=1X2=1X2=1X5=1X269=1X142=	near-complete analogue	False
DRR051043	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051043/DRR051043.contigs.fa.zst	d212ec41609cfb742db3049c5c5a2917e2deafdbb7ee014099618961c774c936	ECBAIT_10_0002_JUNCTION_02	0.7588	0.993	0.99	DRR051043_185	13281	5005-5506	+	77=1X2=1X2=1X5=1X269=1X141=	near-complete analogue	False
DRR051043	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051043/DRR051043.contigs.fa.zst	d212ec41609cfb742db3049c5c5a2917e2deafdbb7ee014099618961c774c936	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR051043_160	7536	5560-6760	-	1200=	near-complete analogue	False
DRR051043	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051043/DRR051043.contigs.fa.zst	d212ec41609cfb742db3049c5c5a2917e2deafdbb7ee014099618961c774c936	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	DRR051043_227	3514	2093-3293	-	71=1X112=1X2=1X79=1X758=1X100=1X60=1X11=	near-complete analogue	False
DRR051045	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051045/DRR051045.contigs.fa.zst	8a454416a995179dd337629c594fbb806d03febb54f59de8a2ce427f1567443e	ECBAIT_0_0046_MEMBER_INTERIOR_01	0.865	1.0	0.9947	DRR051045_182	21640	20511-21640	+	268=1X2=1X60=1X268=1X60=1X375=1X90=	near-complete analogue	False
DRR051045	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051045/DRR051045.contigs.fa.zst	8a454416a995179dd337629c594fbb806d03febb54f59de8a2ce427f1567443e	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR051045_26	7536	776-1976	+	1200=	near-complete analogue	False
DRR051045	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051045/DRR051045.contigs.fa.zst	8a454416a995179dd337629c594fbb806d03febb54f59de8a2ce427f1567443e	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	DRR051045_443	3514	221-1421	+	11=1X60=1X100=1X758=1X79=1X2=1X112=1X71=	near-complete analogue	False
DRR051045	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051045/DRR051045.contigs.fa.zst	8a454416a995179dd337629c594fbb806d03febb54f59de8a2ce427f1567443e	ECBAIT_1_0022_JUNCTION_02	0.9392	1.0	0.998	DRR051045_113	22082	586-1088	+	241=1X260=	near-complete analogue	False
DRR051045	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051045/DRR051045.contigs.fa.zst	8a454416a995179dd337629c594fbb806d03febb54f59de8a2ce427f1567443e	ECBAIT_1_0022_JUNCTION_03	0.9691	1.0	1.0	DRR051045_113	22082	16088-16588	+	500=	near-complete analogue	False
DRR051045	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051045/DRR051045.contigs.fa.zst	8a454416a995179dd337629c594fbb806d03febb54f59de8a2ce427f1567443e	ECBAIT_1_0022_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR051045_113	22082	8197-9397	+	1200=	near-complete analogue	False
DRR051046	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051046/DRR051046.contigs.fa.zst	bcbcdc2658de1705cce3c477ca22124faf69118a9f371248d895c84d9b7dfb27	ECBAIT_0_0046_JUNCTION_02	0.8175	0.991	0.998	DRR051046_101	33819	5904-6404	-	95=1X404=	near-complete analogue	False
DRR051046	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051046/DRR051046.contigs.fa.zst	bcbcdc2658de1705cce3c477ca22124faf69118a9f371248d895c84d9b7dfb27	ECBAIT_0_0046_MEMBER_INTERIOR_01	0.7521	1.0	0.9894	DRR051046_13	20317	0-1129	-	89=2X58=1X14=1X258=1X42=1X327=1X1=1X36=1X23=1X59=1X165=1X45=	near-complete analogue	False
DRR051046	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051046/DRR051046.contigs.fa.zst	bcbcdc2658de1705cce3c477ca22124faf69118a9f371248d895c84d9b7dfb27	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR051046_280	7536	776-1976	+	1200=	near-complete analogue	False
DRR051046	E2	Escherichia coli	DRP003215	https://s3.amazonaws.com/logan-pub/c/DRR051046/DRR051046.contigs.fa.zst	bcbcdc2658de1705cce3c477ca22124faf69118a9f371248d895c84d9b7dfb27	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	DRR051046_157	12182	2093-3293	-	71=1X112=1X2=1X79=1X758=1X100=1X60=1X11=	near-complete analogue	False
DRR061430	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061430/DRR061430.contigs.fa.zst	bbcb489d3c9367d1b52a2d7f284a8c20994d2571209371afbd4054434e28d58a	ECBAIT_10_0151_JUNCTION_03	0.9371	1.0	1.0	DRR061430_254	715	0-359	+	359=	junction/synteny supported	False
DRR061431	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061431/DRR061431.contigs.fa.zst	49cd076941afc98d058f9e80797a81cc63d1e420f123f487bdedcb376e2c5c43	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR061431_37	7536	776-1976	+	1200=	near-complete analogue	False
DRR061431	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061431/DRR061431.contigs.fa.zst	49cd076941afc98d058f9e80797a81cc63d1e420f123f487bdedcb376e2c5c43	ECBAIT_10_0057_MEMBER_INTERIOR_01	1.0	0.99	1.0	DRR061431_393	1619	431-1619	-	1188=	near-complete analogue	False
DRR061432	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061432/DRR061432.contigs.fa.zst	2e2d62912abdb20f95c842a65d160370a0c46a78c54fe9daf043d0a5ae49f2f8	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR061432_393	7536	776-1976	+	1200=	near-complete analogue	False
DRR061432	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061432/DRR061432.contigs.fa.zst	2e2d62912abdb20f95c842a65d160370a0c46a78c54fe9daf043d0a5ae49f2f8	ECBAIT_10_0057_MEMBER_INTERIOR_01	1.0	0.99	1.0	DRR061432_490	1619	0-1188	+	1188=	near-complete analogue	False
DRR061433	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061433/DRR061433.contigs.fa.zst	10de62a7055f0b835441bfc78eefaf40a3cf0bff95c7106d0590083428bae3de	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR061433_211	4481	776-1976	+	1200=	near-complete analogue	False
DRR061433	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061433/DRR061433.contigs.fa.zst	10de62a7055f0b835441bfc78eefaf40a3cf0bff95c7106d0590083428bae3de	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	DRR061433_157	24763	9186-10386	-	71=1X112=1X2=1X79=1X758=1X100=1X60=1X11=	near-complete analogue	False
DRR061434	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061434/DRR061434.contigs.fa.zst	c2d20ed34540a1f26b415dadaf801e890d21ea4e1bc52239b468f12b285fd7f7	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	DRR061434_134	12119	8826-10026	+	11=1X60=1X100=1X758=1X79=1X2=1X112=1X71=	module-only homology	False
DRR061435	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061435/DRR061435.contigs.fa.zst	ca3281641a4f89fc94173b3d90dfd677efdf6ef7197ffc0bf776576889c7f62c	ECBAIT_10_0057_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR061435_262	1717	476-1676	-	1200=	module-only homology	False
DRR061436	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061436/DRR061436.contigs.fa.zst	4e0e2b430ba6060b078b3710c51d62a36e812a80621c49b6421d2b01ea807a18	ECBAIT_10_0002_JUNCTION_01	0.7268	1.0	0.99	DRR061436_126	12731	4907-5408	+	76=1X2=1X2=1X5=1X269=1X142=	near-complete analogue	False
DRR061436	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061436/DRR061436.contigs.fa.zst	4e0e2b430ba6060b078b3710c51d62a36e812a80621c49b6421d2b01ea807a18	ECBAIT_10_0002_JUNCTION_02	0.8289	0.993	0.99	DRR061436_126	12731	4906-5407	+	77=1X2=1X2=1X5=1X269=1X141=	near-complete analogue	False
DRR061436	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061436/DRR061436.contigs.fa.zst	4e0e2b430ba6060b078b3710c51d62a36e812a80621c49b6421d2b01ea807a18	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR061436_178	7536	776-1976	+	1200=	near-complete analogue	False
DRR061436	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061436/DRR061436.contigs.fa.zst	4e0e2b430ba6060b078b3710c51d62a36e812a80621c49b6421d2b01ea807a18	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	DRR061436_164	3514	2093-3293	-	71=1X112=1X2=1X79=1X758=1X100=1X60=1X11=	near-complete analogue	False
DRR061438	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061438/DRR061438.contigs.fa.zst	a093707b3a9793d85bc4841f98b3aab0bfcd59349d80f1620a4d166e15d84968	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR061438_83	7536	5560-6760	-	1200=	near-complete analogue	False
DRR061438	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061438/DRR061438.contigs.fa.zst	a093707b3a9793d85bc4841f98b3aab0bfcd59349d80f1620a4d166e15d84968	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	DRR061438_15	12182	2093-3293	-	71=1X112=1X2=1X79=1X758=1X100=1X60=1X11=	near-complete analogue	False
DRR061439	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061439/DRR061439.contigs.fa.zst	4d3b9bdfa1f314747a77c42a407a9ee8f35855ed2821b78b56485533c56b5f72	ECBAIT_10_0172_MEMBER_INTERIOR_01	0.841	1.0	0.9892	DRR061439_197	15932	9075-10275	+	61=1X1=2X5=2X1=1X2=1X186=1X172=1X108=2X180=1X14=1X457=	module-only homology	False
DRR061440	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061440/DRR061440.contigs.fa.zst	5ed582c3f14d583897b8bdb511ad018df656958fbd7b9a88b2b2a120bcc490d1	ECBAIT_10_0002_JUNCTION_01	0.7268	1.0	0.99	DRR061440_289	13281	7774-8275	-	142=1X269=1X5=1X2=1X2=1X76=	near-complete analogue	False
DRR061440	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061440/DRR061440.contigs.fa.zst	5ed582c3f14d583897b8bdb511ad018df656958fbd7b9a88b2b2a120bcc490d1	ECBAIT_10_0002_JUNCTION_02	0.8289	0.993	0.99	DRR061440_289	13281	7775-8276	-	141=1X269=1X5=1X2=1X2=1X77=	near-complete analogue	False
DRR061440	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061440/DRR061440.contigs.fa.zst	5ed582c3f14d583897b8bdb511ad018df656958fbd7b9a88b2b2a120bcc490d1	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR061440_31	7536	5560-6760	-	1200=	near-complete analogue	False
DRR061440	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061440/DRR061440.contigs.fa.zst	5ed582c3f14d583897b8bdb511ad018df656958fbd7b9a88b2b2a120bcc490d1	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.9735	0.9892	0.9992	DRR061440_166	1663	476-1663	-	1127=1X59=	near-complete analogue	False
DRR061441	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061441/DRR061441.contigs.fa.zst	fa81098db21e7d35e39791f2e9bc4c22a85647359b99f26a7fe9501dda9bd66e	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	DRR061441_78	12182	2093-3293	-	71=1X112=1X2=1X79=1X758=1X100=1X60=1X11=	module-only homology	False
DRR061442	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061442/DRR061442.contigs.fa.zst	ddbb49ae82151b6c9af785f17d7814f62371040807a931197fa28ce974691674	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	DRR061442_480	1954	743-1943	-	71=1X112=1X2=1X79=1X119=1X242=1X557=1X11=	near-complete analogue	False
DRR061442	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061442/DRR061442.contigs.fa.zst	ddbb49ae82151b6c9af785f17d7814f62371040807a931197fa28ce974691674	ECBAIT_10_0172_MEMBER_INTERIOR_01	0.7265	1.0	0.9867	DRR061442_84	10049	3185-4385	+	56=1X7=1X56=1X5=1X5=1X23=1X41=1X8=1X14=1X2=1X137=1X71=1X108=2X195=1X131=1X325=	near-complete analogue	False
DRR061444	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061444/DRR061444.contigs.fa.zst	301b59933bfec3377f53138fd2761710173b99f8c8049488d63b5ee4b7a39d47	ECBAIT_10_0057_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR061444_323	2521	80-1280	+	1200=	module-only homology	False
DRR061445	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061445/DRR061445.contigs.fa.zst	7f20cfed3cbd63ac8235205b42d6c0157d7cd1c76e1bcd88375323ee0c8e930e	ECBAIT_0_0091_JUNCTION_02	0.7907	1.0	1.0	DRR061445_13	53574	37532-37986	-	454=	junction/synteny supported	False
DRR061446	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061446/DRR061446.contigs.fa.zst	1020bbda47d28ca45ff933fe4e958dbfa3df5066c51360c2ea4078ebaacb7115	ECBAIT_10_0002_JUNCTION_01	0.7268	1.0	0.99	DRR061446_68	13281	7774-8275	-	142=1X269=1X5=1X2=1X2=1X76=	near-complete analogue	False
DRR061446	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061446/DRR061446.contigs.fa.zst	1020bbda47d28ca45ff933fe4e958dbfa3df5066c51360c2ea4078ebaacb7115	ECBAIT_10_0002_JUNCTION_02	0.8289	0.993	0.99	DRR061446_68	13281	7775-8276	-	141=1X269=1X5=1X2=1X2=1X77=	near-complete analogue	False
DRR061446	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061446/DRR061446.contigs.fa.zst	1020bbda47d28ca45ff933fe4e958dbfa3df5066c51360c2ea4078ebaacb7115	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR061446_282	7536	5560-6760	-	1200=	near-complete analogue	False
DRR061446	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061446/DRR061446.contigs.fa.zst	1020bbda47d28ca45ff933fe4e958dbfa3df5066c51360c2ea4078ebaacb7115	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	DRR061446_198	12182	2093-3293	-	71=1X112=1X2=1X79=1X758=1X100=1X60=1X11=	near-complete analogue	False
DRR061447	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061447/DRR061447.contigs.fa.zst	3386688df75bdf44339ea496ca127df965109d8b8a9e658b2e559d94eb477976	ECBAIT_10_0002_JUNCTION_01	0.7268	1.0	0.99	DRR061447_0	13281	5006-5507	+	76=1X2=1X2=1X5=1X269=1X142=	near-complete analogue	False
DRR061447	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061447/DRR061447.contigs.fa.zst	3386688df75bdf44339ea496ca127df965109d8b8a9e658b2e559d94eb477976	ECBAIT_10_0002_JUNCTION_02	0.7588	0.993	0.99	DRR061447_0	13281	5005-5506	+	77=1X2=1X2=1X5=1X269=1X141=	near-complete analogue	False
DRR061447	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061447/DRR061447.contigs.fa.zst	3386688df75bdf44339ea496ca127df965109d8b8a9e658b2e559d94eb477976	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR061447_132	7536	5560-6760	-	1200=	near-complete analogue	False
DRR061447	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061447/DRR061447.contigs.fa.zst	3386688df75bdf44339ea496ca127df965109d8b8a9e658b2e559d94eb477976	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	DRR061447_141	12182	2093-3293	-	71=1X112=1X2=1X79=1X758=1X100=1X60=1X11=	near-complete analogue	False
DRR061448	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061448/DRR061448.contigs.fa.zst	40990f6a44144103bcf30aeacf183a5ae911e34800027f8baeaca35569ce36c6	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR061448_192	7536	776-1976	+	1200=	near-complete analogue	False
DRR061448	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061448/DRR061448.contigs.fa.zst	40990f6a44144103bcf30aeacf183a5ae911e34800027f8baeaca35569ce36c6	ECBAIT_10_0057_MEMBER_INTERIOR_01	1.0	0.99	1.0	DRR061448_231	1619	0-1188	+	1188=	near-complete analogue	False
DRR061449	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061449/DRR061449.contigs.fa.zst	26e9870ded83907c3310f465a78e06e65967c36fd45ad554101537570e732279	ECBAIT_10_0002_JUNCTION_01	0.7268	1.0	0.99	DRR061449_191	13281	5006-5507	+	76=1X2=1X2=1X5=1X269=1X142=	near-complete analogue	False
DRR061449	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061449/DRR061449.contigs.fa.zst	26e9870ded83907c3310f465a78e06e65967c36fd45ad554101537570e732279	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR061449_401	7535	776-1976	+	1200=	near-complete analogue	False
DRR061449	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061449/DRR061449.contigs.fa.zst	26e9870ded83907c3310f465a78e06e65967c36fd45ad554101537570e732279	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8043	1.0	0.9896	DRR061449_288	821	148-821	-	71=1X85=1I1=1X24=1X2=2X78=1X406=	near-complete analogue	False
DRR061450	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061450/DRR061450.contigs.fa.zst	84782d9208428444739355e8f591c1101c6d0aa06b9e6449a18a7845b194da40	ECBAIT_10_0002_JUNCTION_01	0.7268	1.0	0.99	DRR061450_233	13281	7774-8275	-	142=1X269=1X5=1X2=1X2=1X76=	near-complete analogue	False
DRR061450	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061450/DRR061450.contigs.fa.zst	84782d9208428444739355e8f591c1101c6d0aa06b9e6449a18a7845b194da40	ECBAIT_10_0002_JUNCTION_02	0.8247	0.993	0.99	DRR061450_233	13281	7775-8276	-	141=1X269=1X5=1X2=1X2=1X77=	near-complete analogue	False
DRR061450	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061450/DRR061450.contigs.fa.zst	84782d9208428444739355e8f591c1101c6d0aa06b9e6449a18a7845b194da40	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR061450_30	7536	776-1976	+	1200=	near-complete analogue	False
DRR061450	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061450/DRR061450.contigs.fa.zst	84782d9208428444739355e8f591c1101c6d0aa06b9e6449a18a7845b194da40	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8915	0.9892	0.9978	DRR061450_444	920	0-920	-	758=1X100=1X60=	near-complete analogue	False
DRR061451	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061451/DRR061451.contigs.fa.zst	b08e7d5d8fe379d46c859b9ae7287c870a4819829ff04ef392e13551893eae88	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR061451_311	7536	776-1976	+	1200=	near-complete analogue	False
DRR061451	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061451/DRR061451.contigs.fa.zst	b08e7d5d8fe379d46c859b9ae7287c870a4819829ff04ef392e13551893eae88	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8547	1.0	0.9942	DRR061451_168	12182	8889-10089	+	11=1X60=1X100=1X758=1X79=1X2=1X112=1X71=	near-complete analogue	False
DRR061453	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061453/DRR061453.contigs.fa.zst	32cf1a7fb90e3df6454359ed065eddf7d9411527f46d72457db94dbf23ce967e	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR061453_90	6923	4947-6147	-	1200=	near-complete analogue	False
DRR061453	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061453/DRR061453.contigs.fa.zst	32cf1a7fb90e3df6454359ed065eddf7d9411527f46d72457db94dbf23ce967e	ECBAIT_10_0057_MEMBER_INTERIOR_01	1.0	0.99	1.0	DRR061453_521	1619	431-1619	-	1188=	near-complete analogue	False
DRR061453	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061453/DRR061453.contigs.fa.zst	32cf1a7fb90e3df6454359ed065eddf7d9411527f46d72457db94dbf23ce967e	ECBAIT_10_0172_MEMBER_INTERIOR_01	0.8453	1.0	0.9892	DRR061453_266	10105	3214-4414	+	61=1X1=2X5=2X1=1X2=1X245=1X2=1X17=1X20=1X272=1X236=1X325=	near-complete analogue	False
DRR061454	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061454/DRR061454.contigs.fa.zst	f9456bbc2131c1a797b3889a80465dcd603f1374875ca2801c05081e2149568f	ECBAIT_10_0057_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR061454_211	2014	41-1241	+	1200=	near-complete analogue	False
DRR061454	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061454/DRR061454.contigs.fa.zst	f9456bbc2131c1a797b3889a80465dcd603f1374875ca2801c05081e2149568f	ECBAIT_10_0172_MEMBER_INTERIOR_01	0.8453	1.0	0.9949	DRR061454_224	1182	209-1182	-	325=1X509=1X20=1X17=1X2=1X95=	near-complete analogue	False
DRR061455	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061455/DRR061455.contigs.fa.zst	23aa411a5226d2c7b66ed3d25895d49d7bb46adaf191f77b70703d7c45420ef3	ECBAIT_0_0052_JUNCTION_03	0.8443	1.0	1.0	DRR061455_167	21985	10150-10650	-	500=	near-complete analogue	False
DRR061455	E2	Escherichia coli	DRP003614	https://s3.amazonaws.com/logan-pub/c/DRR061455/DRR061455.contigs.fa.zst	23aa411a5226d2c7b66ed3d25895d49d7bb46adaf191f77b70703d7c45420ef3	ECBAIT_10_0002_MEMBER_INTERIOR_01	1.0	1.0	1.0	DRR061455_126	6252	4276-5476	-	1200=	near-complete analogue	False
