cohort_order	assembly_id	accession	tip_id	biological_host_unit	exact_sequence_class	near_duplicate_class	representative_tip	representative_distance	placement_status	frozen_clade_id	clade_evidence	nearest_neighbor_tips	nearest_neighbor_distance	sampling_partition_k16	sampling_medoid_tip	row_sha256
64	asm-v1-522935574c5d69942f6c3e15	GCF_001660345.1	GCF_001660345.1	exact_assembly_revision:GCF_001660345.1	EX0064	ND0064	GCF_001660345.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000703265.1	0.000795662	L003	GCF_013391275.1	35a6340a744a1c383660f79e717d3935217e828c6050ce3e13afec6696fc902e
65	asm-v1-2140f13568d46984b220b119	GCF_020162695.1	GCF_020162695.1	exact_assembly_revision:GCF_020162695.1	EX0065	ND0065	GCF_020162695.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000332755.1	0.0019272	L003	GCF_013391275.1	9db7b8c4a5018b6c3e656c8eae213033587b907f13cc3932e2d3016d5e0f1e3e
66	asm-v1-8cc38f4de03fef066edb312e	GCF_003981675.1	GCF_003981675.1	exact_assembly_revision:GCF_003981675.1	EX0066	ND0066	GCF_003981675.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003983415.1	0.0011856	L003	GCF_013391275.1	e7d91c0ad3d518c483fc184631f05d7ff4bc1106a0561ec21ae2f5762a9e17ce
67	asm-v1-744a78fc7ef5643c50983785	GCF_905330275.1	GCF_905330275.1	exact_assembly_revision:GCF_905330275.1	EX0067	ND0067	GCF_905330275.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_000692515.1	0.00592895	L016	GCF_000692515.1	0994b85f97e4921004464f58fee2d1b54a6a6d5d13a3b2a87cc9a75d25054abe
68	asm-v1-89345e76194e6b4fe931f0cf	GCF_001617565.1	GCF_001617565.1	exact_assembly_revision:GCF_001617565.1	EX0068	ND0068	GCF_001617565.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_006542965.1	0.0017778	L010	GCF_003317605.1	30e3192cb68f6cfb6ea0ce6224db616df1b3e803662cd5801a55a96e58180e27
69	asm-v1-d5b07e7950fe930d28259eae	GCF_003983415.1	GCF_003983415.1	exact_assembly_revision:GCF_003983415.1	EX0069	ND0069	GCF_003983415.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003981675.1	0.0011856	L003	GCF_013391275.1	856adf8492183bdf54c9f2a5a5ad67d88e4a119c193edabc99e3e2a2ac47fc1d
70	asm-v1-2298b23611278b990e0debe1	GCF_009899475.1	GCF_009899475.1	exact_assembly_revision:GCF_009899475.1	EX0070	ND0070	GCF_009899475.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_013073585.1	0.00751546	L001	GCF_009899475.1	cbe226fd336bd7b5392ba9ae6e5d414171ee5024824f4038682136841b986d00
71	asm-v1-b3f32cbb29e6bab46510769a	GCF_002511115.1	GCF_002511115.1	exact_assembly_revision:GCF_002511115.1	EX0071	ND0071	GCF_002511115.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_013391275.1	0.00275379	L003	GCF_013391275.1	c771ffed718c53e2bbaa6938b360595c10fb7417f2a8a650aa306c01fae2a4c2
72	asm-v1-6cc2cc6a6bd4874236c4e0b6	GCF_001521595.1	GCF_001521595.1	exact_assembly_revision:GCF_001521595.1	EX0072	ND0072	GCF_001521595.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_004522495.1	0.00160079	L010	GCF_003317605.1	f89dbf47309011fe35572fa9c05fc6def0be9b3e3bdb2811f885af1a44d99229
73	asm-v1-0483ccd2aa538f10924521f5	GCF_019351215.1	GCF_019351215.1	exact_assembly_revision:GCF_019351215.1	EX0073	ND0073	GCF_019351215.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002270225.1	0.00342526	L003	GCF_013391275.1	1df395a3d0debff1b0ffc795349d30d8f818a4b50bea29e9aa64969f2aac4338
74	asm-v1-4b6dd2bf16ed7e1796c82446	GCF_020731765.1	GCF_020731765.1	exact_assembly_revision:GCF_020731765.1	EX0074	ND0074	GCF_020731765.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003469495.1	0.0056617	L003	GCF_013391275.1	6cba28082b7fbaa23607082006aa19942b30b41fb75de220aa951d69d329ac11
75	asm-v1-60267ac131a09d147996f037	GCF_001577325.1	GCF_001577325.1	exact_assembly_revision:GCF_001577325.1	EX0075	ND0075	GCF_001577325.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_000457285.1	0.00133749	L010	GCF_003317605.1	c97d4876bcae114c8d5df41fc035f02c39aa27b295320e02d9dc80b506638566
76	asm-v1-9b414d6deaabea3bbef2838b	GCF_000777675.1	GCF_000777675.1	exact_assembly_revision:GCF_000777675.1	EX0076	ND0076	GCF_000777675.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003388915.1	0.00401746	L003	GCF_013391275.1	49daca2b5ba937c7a454f4011112ab0d750b88b053f7f36644374515b26e407f
77	asm-v1-131b25c56fa7a53a20f6acce	GCF_002109645.1	GCF_002109645.1	exact_assembly_revision:GCF_002109645.1	EX0077	ND0077	GCF_002109645.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_000777065.1	0.00930564	L012	GCF_000807565.1	2f78f9e0850f21342780d687d9beca1949fd8528b18ed442bf7f5df13d57a8bf
78	asm-v1-0811187b1ba0a0a2fd7ee853	GCF_003076715.1	GCF_003076715.1	exact_assembly_revision:GCF_003076715.1	EX0078	ND0078	GCF_003076715.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003076695.1	6.6807e-05	L010	GCF_003317605.1	3cf433147fc6369fcd932c4d01076936545a53fc474489a0ff97474680b61c7e
79	asm-v1-a6066364915f685488e5a06f	GCF_002518465.1	GCF_002518465.1	exact_assembly_revision:GCF_002518465.1	EX0079	ND0079	GCF_002518465.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_009820835.1	0.00713841	L003	GCF_013391275.1	a6f7a76831236164c350bb6ea75a0db9c1bcfedf3a7e793bd7af778bb791dcbc
80	asm-v1-1a6db70587c81767a83b4c01	GCF_000459215.1	GCF_000459215.1	exact_assembly_revision:GCF_000459215.1	EX0080	ND0080	GCF_000459215.1	0	SUPPORTED_FIXED	HC005	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_001520375.1	0.00183367	L009	GCF_001520375.1	e02f7e7d422c5998f5c35c13705cd59ec2b534fe4f15572432cf053e85dae2e1
81	asm-v1-015b60cbe04a23c843a53259	GCF_900010055.1	GCF_900010055.1	exact_assembly_revision:GCF_900010055.1	EX0081	ND0081	GCF_900010055.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003361255.1	0.000758176	L008	GCF_002806795.1	10550817486734653f7f12c667e399d8763e4f7416bd6c00f47543bc1e4bc57d
82	asm-v1-55b63d52e2d0b4376986fde8	GCF_002769075.1	GCF_002769075.1	exact_assembly_revision:GCF_002769075.1	EX0082	ND0082	GCF_002769075.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002764815.1	0.0013039	L003	GCF_013391275.1	e129ce131272d9ebcf9122d1d0197cae668e695d03bb9626975453a0d4d505e8
83	asm-v1-2aca3a21673be9b7cfae16ad	GCF_009910015.1	GCF_009910015.1	exact_assembly_revision:GCF_009910015.1	EX0083	ND0083	GCF_009910015.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_006230745.1	0.00267798	L004	GCF_015163255.1	b4c6e6b010b3930d87ab6af594f4f2530fabd516c834df3267c72828697aa748
84	asm-v1-1493b2edb2f619df308b1b43	GCF_013370905.1	GCF_013370905.1	exact_assembly_revision:GCF_013370905.1	EX0084	ND0084	GCF_013370905.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_009820795.1	0.00885328	L003	GCF_013391275.1	e09f377e8a9aa44cfc809686be112552913c98a389233395b58c6dd7c0a23331
85	asm-v1-9a6a8d1e4c43782a00230ed8	GCF_000619025.1	GCF_000619025.1	exact_assembly_revision:GCF_000619025.1	EX0085	ND0085	GCF_000619025.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_921294225.1	0.00251625	L003	GCF_013391275.1	7fe3cdd819e42abc94b619a2ace17e292eccc4adf2d653c882c509a3e725b1d8
86	asm-v1-8febe80f14fecbdbe5f94fbd	GCF_016404105.1	GCF_016404105.1	exact_assembly_revision:GCF_016404105.1	EX0086	ND0086	GCF_016404105.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_016403925.1	0.00615579	L003	GCF_013391275.1	db79e9d94c2e03f842b7c3b8c2f9066f318c5e3e7c8ab43d20b5ab1163099ac4
87	asm-v1-3264637aa0d7b8419b615ab5	GCF_902859475.1	GCF_902859475.1	exact_assembly_revision:GCF_902859475.1	EX0087	ND0087	GCF_902859475.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_902859275.1	0.00419389	L012	GCF_000807565.1	eec40c37e920fc443a78b64c7398b4ebb71a9d2ced1946b8be4517cc31709563
88	asm-v1-1f4252164a42759fdfc774db	GCF_019282095.1	GCF_019282095.1	exact_assembly_revision:GCF_019282095.1	EX0088	ND0088	GCF_019282095.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_006542965.1	0.00181236	L010	GCF_003317605.1	094741d14be06acdaaf124b6b504c48f10e573723efa068e9495a70486c6b9b7
89	asm-v1-a0b27b0dc780b0d8f3e2142a	GCF_000326905.1	GCF_000326905.1	exact_assembly_revision:GCF_000326905.1	EX0089	ND0089	GCF_000326905.1	0	SUPPORTED_FIXED	HC007	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000460515.1	0.00265558	L012	GCF_000807565.1	b0446beedfac2284c476b82e8abb4ef20088bffaa59922c725f03b1ac0c2fc4f
90	asm-v1-cd4e5c61e9671ce18f9f184d	GCF_003357545.1	GCF_003357545.1	exact_assembly_revision:GCF_003357545.1	EX0090	ND0090	GCF_003357545.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_013391275.1	0.00988389	L003	GCF_013391275.1	4278f7c843ec2630c6a272718d8cb0b9c1779c1c2325affa70192a1870326c6c
91	asm-v1-40fdb64d006bb69fa2b33709	GCF_001753505.1	GCF_001753505.1	exact_assembly_revision:GCF_001753505.1	EX0091	ND0091	GCF_001753505.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002164525.1	0.00029316	L008	GCF_002806795.1	601ae9319a312f9c6eb316fbe69debc5ab77e039a61dd9cc718d022664138e8b
92	asm-v1-70c46b43f8d5689ac4ca9d32	GCF_003292995.1	GCF_003292995.1	exact_assembly_revision:GCF_003292995.1	EX0092	ND0092	GCF_003292995.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002228035.1	0.00636821	L003	GCF_013391275.1	b14d039ca8fd28ff6b8ade2e858d591416aa15a7d24db65077d6649c7ffa6fca
93	asm-v1-7b2d5205d47da07d2bdc3aca	GCF_001713625.1	GCF_001713625.1	exact_assembly_revision:GCF_001713625.1	EX0093	ND0093	GCF_001713625.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_006229985.1	0.00211043	L004	GCF_015163255.1	8859da6b3422b91d4325515bc3707fd6113332526f03432fdc61f8020fc58111
94	asm-v1-7c7447d252747c1af5aa3549	GCF_010592655.1	GCF_010592655.1	exact_assembly_revision:GCF_010592655.1	EX0094	ND0094	GCF_010592655.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_008373355.1	0.00522909	L003	GCF_013391275.1	33016a0d10dcf971853b281507a38867f0a1069253eb9901334d99017d383500
95	asm-v1-e44fa2d14858e37a359ef330	GCF_003322245.1	GCF_003322245.1	exact_assembly_revision:GCF_003322245.1	EX0095	ND0095	GCF_003322245.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_001058555.1	0.004991	L006	GCF_002534845.1	d0482ac9dc7e6b7e8415714b2499d63904682e05bde4a8fa85f3e8673e7a5250
96	asm-v1-5e08d24b5750d124934c0884	GCF_900490675.1	GCF_900490675.1	exact_assembly_revision:GCF_900490675.1	EX0096	ND0096	GCF_900490675.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_001519855.1	0.00325058	L012	GCF_000807565.1	637ac028498a1b5bd0a54e40324a329caea82efd8235e1a5650159988cb0700d
97	asm-v1-c3800f63c8daf18e6af0aaa1	GCF_017896545.1	GCF_017896545.1	exact_assembly_revision:GCF_017896545.1	EX0097	ND0097	GCF_017896545.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_000498835.2	0.00251625	L004	GCF_015163255.1	ecec4a9796330c275110d6ff78c121c913c3ece1d1af4a19f133b6c86004b75e
98	asm-v1-75786090079b909933a0de52	GCF_900499395.1	GCF_900499395.1	exact_assembly_revision:GCF_900499395.1	EX0098	ND0098	GCF_900499395.1	0	SUPPORTED_FIXED	HC005	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000418675.1	0.00295193	L009	GCF_001520375.1	3f20e5537e2719954093a25167878e472d1ea209f2dd6423cbdc83de053ab846
99	asm-v1-2064c286be6c3369f0dcc118	GCF_019957265.1	GCF_019957265.1	exact_assembly_revision:GCF_019957265.1	EX0099	ND0099	GCF_019957265.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_019879155.1	0.00663542	L003	GCF_013391275.1	9720a4746af45010cefb39aba107dd2f3574b9815607bd68d634e76b617d11cc
100	asm-v1-1ee856b1dec60d00372c00c8	GCF_003730815.1	GCF_003730815.1	exact_assembly_revision:GCF_003730815.1	EX0100	ND0100	GCF_003730815.1	0	SUPPORTED_FIXED	HC005	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_008041205.1	0.00272848	L009	GCF_001520375.1	c31651ccf132e0b7b70c5a4d377149b2130f2e14df66d52e7706a5906002b53c
101	asm-v1-24884a4a86738e89bf871a7b	GCF_002810165.1	GCF_002810165.1	exact_assembly_revision:GCF_002810165.1	EX0101	ND0101	GCF_002810165.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_001911755.1	0.00440918	L003	GCF_013391275.1	338795c029f4daccf39dc16de4f35475745f895c1cc669365da63c75c55f24b8
102	asm-v1-1a5ea6b6f5285231c2fbc597	GCF_003020885.1	GCF_003020885.1	exact_assembly_revision:GCF_003020885.1	EX0102	ND0102	GCF_003020885.1	0	SUPPORTED_FIXED	HC004	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003569985.1	0.00282994	L012	GCF_000807565.1	9509122d1d514a11efe349eb0376c5c75a2dea1ce34e755a58bdbef5fb1fec2a
103	asm-v1-8ce69036cc24cd167b405305	GCF_019585745.1	GCF_019585745.1	exact_assembly_revision:GCF_019585745.1	EX0103	ND0103	GCF_019585745.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_004664255.1	0.00272848	L003	GCF_013391275.1	455de2933e6ea06481b398f3b7b0b6b32378d2d0139544b158a5e5e0f5ff3a11
104	asm-v1-0e779ade6c8e7f82046c984a	GCF_001519855.1	GCF_001519855.1	exact_assembly_revision:GCF_001519855.1	EX0104	ND0104	GCF_001519855.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_900490675.1,GCF_021168435.1	0.00325058	L012	GCF_000807565.1	6e42365507c644e6ad540d29b569622eefa6075d0284c977c8c1d1a9dd9ec913
105	asm-v1-9bd5c9688820f0df8a4a5318	GCF_003361255.1	GCF_003361255.1	exact_assembly_revision:GCF_003361255.1	EX0105	ND0105	GCF_003361255.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_005885955.1	0.00049081	L008	GCF_002806795.1	1776e3889d09135a4aff5649b7cfeb5580aba668999095988fdb04094ec685ff
106	asm-v1-65878115c623cd80a74374cb	GCF_020421595.1	GCF_020421595.1	exact_assembly_revision:GCF_020421595.1	EX0106	ND0106	GCF_020421595.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_001402805.1	0.00435357	L003	GCF_013391275.1	ca1e63be12bca50b4e0d311904aa5068a016f9101d808d6d15ffa19934f3e917
107	asm-v1-c96f80149734ca008fbf3ba9	GCF_020381905.1	GCF_020381905.1	exact_assembly_revision:GCF_020381905.1	EX0107	ND0107	GCF_020381905.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_020733985.1	0.00679337	L003	GCF_013391275.1	ad692792d6d14fa2556c70334293a542bae702d30250cb0c1f7cb8ea37804ef7
108	asm-v1-85dd7d1cae0395a55d315e69	GCF_005384845.1	GCF_005384845.1	exact_assembly_revision:GCF_005384845.1	EX0108	ND0108	GCF_005384845.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003357405.1	0.00534606	L003	GCF_013391275.1	39991d60b6c36ac19c47a98782ae851d80c80ed7f16fc44d28f4cca2bf7d28fd
109	asm-v1-a24dfb20ff5bc2a1a66e43cc	GCF_020553415.1	GCF_020553415.1	exact_assembly_revision:GCF_020553415.1	EX0109	ND0109	GCF_020553415.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002542255.1	0.0111321	L003	GCF_013391275.1	7d4420cfe9c3dd84799a4363ed0461bd35c65068fda254574f1292b3c3d76898
110	asm-v1-298fcbfe2065463c1c9d3743	GCF_003981865.1	GCF_003981865.1	exact_assembly_revision:GCF_003981865.1	EX0110	ND0110	GCF_003981865.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002302315.1	0.00107832	L003	GCF_013391275.1	9214fe9e7628e59765ace789a6f1dd812145e1b1489f565da5a45790064ed501
111	asm-v1-4d07dafb1c5678c161088735	GCF_900482585.1	GCF_900482585.1	exact_assembly_revision:GCF_900482585.1	EX0111	ND0111	GCF_900482585.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_009789835.1	0.00394798	L003	GCF_013391275.1	4130e9df05e298b80e8a971d3c1a04d0b489743c5c0341300529734c11c4d6b6
112	asm-v1-bcd996b233020fcb4c0c376b	GCF_002486525.1	GCF_002486525.1	exact_assembly_revision:GCF_002486525.1	EX0112	ND0112	GCF_002486525.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002486725.1	1.66754e-05	L008	GCF_002806795.1	fc000a5dfcc4552b4e3f7125a71836081f5e039ead54b26302530ee3c668296e
113	asm-v1-2477b7350a2afef10b320c9a	GCF_900478915.1	GCF_900478915.1	exact_assembly_revision:GCF_900478915.1	EX0113	ND0113	GCF_900478915.1	0	SUPPORTED_FIXED	HC003	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003328195.1	0.0079862	L003	GCF_013391275.1	b7806360a599b4c8370ce703f9819cc494b79eb8b675c3aa31088586ba2381c3
114	asm-v1-4a22d9738259a930686778a9	GCF_000457675.1	GCF_000457675.1	exact_assembly_revision:GCF_000457675.1	EX0114	ND0114	GCF_000457675.1	0	SUPPORTED_FIXED	HC007	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000460515.1	0.00231212	L012	GCF_000807565.1	02dafca768d2a353562a98af274e02d026a2c6cdb2555ceadca56d4a3adca569
115	asm-v1-e36c28d65775cdb54db5ec18	GCF_001621575.1	GCF_001621575.1	exact_assembly_revision:GCF_001621575.1	EX0115	ND0115	GCF_001621575.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003317605.1	0.0010656	L010	GCF_003317605.1	7fa40dea666116b5d1c884445e77ed1adb1fec5ddfd64844c35a2c1bf2b09474
116	asm-v1-17eb83e66f68b28af50bb52a	GCF_009789895.1	GCF_009789895.1	exact_assembly_revision:GCF_009789895.1	EX0116	ND0116	GCF_009789895.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_001521415.1	0.00465532	L004	GCF_015163255.1	530c207662c0ec8c917625763c22f7e0ba90860a02764088e1e8d9f38a0d066b
117	asm-v1-7de306702c997388812a641d	GCF_004566835.1	GCF_004566835.1	exact_assembly_revision:GCF_004566835.1	EX0117	ND0117	GCF_004566835.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_006230395.1	0.000971751	L010	GCF_003317605.1	03aa77e520d54dd6a1cba9317826fb07a9f6ac2195d01b686623aa7c3e149dd3
118	asm-v1-3236ddb3f9c2fffea22a4966	GCF_020023255.1	GCF_020023255.1	exact_assembly_revision:GCF_020023255.1	EX0118	ND0118	GCF_020023255.1	0	SUPPORTED_FIXED	HC006	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000005845.2	0.000349035	L003	GCF_013391275.1	59cd3ee440ed404102d9e2f8aa188887d3331a1f644cedb578e1991d897fc30d
119	asm-v1-0f647648184c8aa43ecf3f31	GCF_002194865.1	GCF_002194865.1	exact_assembly_revision:GCF_002194865.1	EX0119	ND0119	GCF_002194865.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002486525.1	0.000194036	L008	GCF_002806795.1	c82124a096507f150107f339c7bbc3076cc8bb443183c038e6b7fb6d74601dfa
120	asm-v1-2b81d9b41ff19ed11b140548	GCF_009882745.1	GCF_009882745.1	exact_assembly_revision:GCF_009882745.1	EX0120	ND0120	GCF_009882745.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002229215.1	0.00563188	L003	GCF_013391275.1	cc019ba4d717a6f89f8d62b6052cc76bcc00a5dc0f9107cfb4dd24fbfad6bd81
121	asm-v1-960926141466b4e293efda88	GCF_003302025.1	GCF_003302025.1	exact_assembly_revision:GCF_003302025.1	EX0121	ND0121	GCF_003302025.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_004568995.1	0.000893534	L010	GCF_003317605.1	0fa8899b1b185d52db5972560591e4f1a50d85af6bbff114a7b71aebb594ba4f
122	asm-v1-884e9cbf277967272674f92a	GCF_002465545.1	GCF_002465545.1	exact_assembly_revision:GCF_002465545.1	EX0122	ND0122	GCF_002465545.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_011033255.1	0.000397782	L008	GCF_002806795.1	d2d885fed86cf3dc6283888676ce81fa0c23fbda3061be2b1edb6858fef40f3c
123	asm-v1-27ffeb5df0a1195913f68e5b	GCF_006542825.1	GCF_006542825.1	exact_assembly_revision:GCF_006542825.1	EX0123	ND0123	GCF_006542825.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_000692515.1	0.00249129	L016	GCF_000692515.1	af6572b2fe3576bbf59147e9f9e774ede7ed692f6300349a750504c5e5b29ea8
124	asm-v1-0307af4fec82c862fe2d0a40	GCF_009931235.1	GCF_009931235.1	exact_assembly_revision:GCF_009931235.1	EX0124	ND0124	GCF_009931235.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_009896495.1	0.000264084	L008	GCF_002806795.1	2745712683b6f2cf14df0e87666f642457a79ae246e1d37589f5ae00e69b003a
125	asm-v1-8717ab0873cc28f3479226d9	GCF_000835055.1	GCF_000835055.1	exact_assembly_revision:GCF_000835055.1	EX0125	ND0125	GCF_000835055.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002535195.1	0.00356923	L003	GCF_013391275.1	3ba4290af61ee1b693a7f7024366e375d8c1749e8577a85791f94435770f4040
126	asm-v1-16bf0309255fcc117fbef284	GCF_003293975.1	GCF_003293975.1	exact_assembly_revision:GCF_003293975.1	EX0126	ND0126	GCF_003293975.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000617525.2	0.0022028	L003	GCF_013391275.1	10dd807c62335541f9c2953541b5fcef88e83cbd71f59c71dba5e1a9d8fdcba9
