cohort_order	accession	tip_id	eligible	contig_count	total_bases	n50	ambiguous_bases	content_sha256	sequence_only_sha256	bgzf_sha256	pansn_name_roundtrip	view_path	row_sha256
49	GCF_000778685.1	GCF_000778685.1	PASS	91	5153084	217756	4017	2fde4696aab11b4e790e46869ca3cf6d3a0c963a06b5d6b1b55a66feeb7af414	fa8c9856a0c0600f86a3912a70687e9e4d3c33996a6260c965f7ed28e92a0f20	a924de97d80a6eb02c203668c57aa7bd3635a526421e06c967da40627eef5464	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000778685.1.fa	0ff251523224f25b31ee869dcd308d0770f3da106fff2807bbd1dfa78a50c66d
50	GCF_020037245.1	GCF_020037245.1	PASS	292	5266223	88405	0	1ed62d1cf8c89a897045c37596fb9ddb77ffadda754bd23429a5c5f94f6a52a3	0e880acdedf88c48e0105e08aa947e1f1886a60a8a6be5a1b15bab0ab897bdb9	dc3621f9fad1f2c2675c68d65ad9d5aebbb950fa0957a62acb3117876b33baad	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_020037245.1.fa	920e8cc405b75689c1770d6d2aa716e9002c7bcd43bbaa343f6277a76aa98a5b
51	GCF_003731035.1	GCF_003731035.1	PASS	89	4900505	138417	366	81d567ebf963fa5e87207c5f374f1a59fd22bf1a35f4aeffdc5a39fae4f73ad8	daa2ee64bd6e9d84b4506896766ec1b5460fb84e66acbd8bd9fb416f5fedbebb	011b425144a3fb8d4d360fb52cdaf282ade5ee5d32995b25372a525a5c015caf	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003731035.1.fa	f2aa8caa74e3ec7c9b195eb8e370e5a6c6c430a9b6388d29e558d178799a0f4a
52	GCF_000326585.1	GCF_000326585.1	PASS	87	5026156	176501	0	a2761a5bbf007a868571ff43ecb89e9c42b6e4891aef397a40e79807ceacdc98	3e670c0fb7f90487f5653150a2a47d37ac9286affd793eeeaa7645a7926c7f5e	4605219c4c84fab1441e74a66a6d8f51ccd4df1fa4b8188bedca2f73d3a669b5	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000326585.1.fa	1b023c32fc0323c560371879cbe89dc53d5b8536424bd2c4ea7af8f47183e234
53	GCF_000780535.1	GCF_000780535.1	PASS	131	5279574	174981	18375	87986dc6985e019fe5c05bc10f7384317e50e5aab4560e4859b9df3d6c5fa1a7	5d903fb331839c4642b6b80f6db987808ab8a5d32a8532a70f2f3e9ae9b2f4ff	3f9b831d8829feeb3d6356c170ac6b74f056c7e5344f57702481236c519827a9	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000780535.1.fa	34f25836159caa8a998c819948e812fdcc5cd108c0f144dfef537fe5fce76bde
54	GCF_003570445.1	GCF_003570445.1	PASS	382	4923554	27978	158	a4698771a33014226e977896d45dbd953c34f949c31eec80430489e67be17431	d3919d0ae0aa45c4c9379e91db0ed71b5e05179caac5e3d86063eb6bbffd4fb8	91a62585fd20dda5e77035e66dd8c6324066a361fc874936fcc73a588566fc07	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003570445.1.fa	fa3f0b864d69f3aa13f8f92837712a9efcc46c79a86e9ac09285424708921482
55	GCF_000447005.2	GCF_000447005.2	PASS	301	5009245	98939	0	97cca4c362933a9a178af9d93a7907a23710c76fb68894f7e70870300ccc5e69	66df034bab628810d918dd881abb4beec056db1fb850f9bc827c368a81c88847	a404e783b71e55c0e4fb6d0923b7a952501abae146f2e4485c0e4a8584b6a182	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000447005.2.fa	56c3da583c582ec54ad58f547424c18f314ebce4538292f5da8ff8a8c5ab98ff
56	GCF_013073765.1	GCF_013073765.1	PASS	122	4875890	204061	693	9d903ca310cecf42c29d46202027bf955ea7bee61a35d5d87da1a0802c17fb63	1312099fee8f1d53cd02f442ee20048f4fc979f2fbf085f84d93ebf5ccfbc3bb	034fe975ec57388d3c40bf88457a47029b95535b579529bc66cd17dee4c12c19	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_013073765.1.fa	e78556285ef3cec2eaf06b217243cefc1597b8519f1281cac37ce19e5fb10aea
57	GCF_005041275.1	GCF_005041275.1	PASS	145	5298328	132401	0	530b7a763dc96cd441501da3ec88d76812ed5910129a58ac0e5605f383cc5b6e	d33e9295e6a38d551d1a92bfa3233a033c11b1282f9828d9edc0916f790635c7	56674343c89027438296ece83283f67e77591aadada178990a07949b4711b327	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_005041275.1.fa	9578e93d614cd1b2157b8103fd723b99dd202bfcf6d871b7cab7171f3352c347
58	GCF_014862465.1	GCF_014862465.1	PASS	611	5453201	134571	24543	27dce9f8fc6fc7e0d54234eb7bd53231468e4ab142647ae7139d2d475323a18f	75e94de476b4731f418ca6eeccd898a330cc8fa91b7d1d4e00271dad7ba55f01	3309a057c8b258387165045cddef9767926e9a4946deff74e4beafb8c996fc0c	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_014862465.1.fa	153bbe0cbb01178074a08e97c72e132f831215797cf4c06cc0e100e492d6a11b
59	GCF_900195795.1	GCF_900195795.1	PASS	595	5341293	48736	1508	cf5d79a87d0fd0052aeab5bde186aa44417379eea777238774e8d7aacc603cd7	53896a0365decbeaae92256e22bb25eb6dc0c6070ccf24698e00e645256d3984	771e10e76bd690294e37f5833ce930ea1a51c225892f31cd281d13f7baf2b079	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_900195795.1.fa	8210334d6190a29d7ddd89879abce7e0f13ef5d2d5f5f31f5aad80813f11c2c2
60	GCF_014878375.1	GCF_014878375.1	PASS	181	5304155	147618	0	6f8fd11d91985707c0c5f4dba8308232d541278a2aa6a0ef52ed043939b93bce	158169fef27b466220623460cc511d2a70d4a8e6a7baa0b24d061a9693197d7b	23bdaef19ae4876d3f1120f50c491d3227b2784cf51841d2658dbb195f894a5f	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_014878375.1.fa	e8157a8feb17ea8ad16e9c5f52850f4e1b866a5c592a293518c4e79dc634d156
61	GCF_921293415.1	GCF_921293415.1	PASS	166	5065368	72021	0	10b80e7993be5553fcf8ec40e6716a45be0d0cb0df18c5bc107fc47d452294f3	e9fd368773e11646f86ebaf0e9a46fe995822afbeacc494892a72bbf9b9292cb	f5130377211b0c56b8953f376da441cb500960c2a7e15aa87d6e3e8241dfffdc	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_921293415.1.fa	114bcad0b846d39cef2b1bbce587b546a20249db28501f8635e64fe211beb692
62	GCF_006229985.1	GCF_006229985.1	PASS	122	5292287	158212	4568	1dc4481b33db7e9e101271ed1ad6c38ddd43ceb8a9288b06cb2c2d3498955930	e8c3d738c8012df084734e45e4659c92c83d0b38d82bc9d4026c18675daa54b9	420ff09db5af68ccecef528c219a86e4b2f94d36bff5a064393f61c4afc004ea	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_006229985.1.fa	b2c879759ac2b11687c42e80347142e30b01fd88863d098b69150f0e0d54431b
63	GCF_005045505.1	GCF_005045505.1	PASS	205	5362334	100701	0	432ff79d8b53b8ec6bc79389587bc2dc1c25c0b4eca7ca1fe56395a09230cf7f	cd438c5cee3867eac424327a13e390367aac9b2eb96b1ff7891ec395d6344aa3	0ecbc8cdd7187f7b533056dab70c8138bb6bafda518ccc48a3f5c107f8fd7060	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_005045505.1.fa	f2ebe9387088af318b0bd70259cb671dd3c0df8cc28bd335c5151b821039ba5f
64	GCF_001660345.1	GCF_001660345.1	PASS	96	4942407	154542	0	c3eb519a638a1db8b2a75d318b41e8e79d2d9fe63d5b2bac584296c5092dbbbd	d1abaff77e7ed590d4655b893134b8ef8fcd18da9a609f415a8622b08490fc5b	c69f79b215c3b2d19c4581cc0113cbdef037d9f7abdbcf4b48aa49ec8fb8374a	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001660345.1.fa	f02d708bc107192081a210ea9e6226bc68200fd236589693f9eddbc1c7c4a318
65	GCF_020162695.1	GCF_020162695.1	PASS	119	4833682	109358	0	8d74e302574ad3b6b997f39f1c735544bfb56773de1a0e6b883df3f0c7de81f6	504630195189581766dfb5fc0caeee96146fe86f55c3cba52b0e71762384d2c2	9f856f1bb7a59c0fa854cab1a2fbe8ea1ad8417280508ab6b74877d336522289	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_020162695.1.fa	2a68d4a8a3685a44ff9936a788c77a4dfae9ab946fbf5770362e8541263f9414
66	GCF_003981675.1	GCF_003981675.1	PASS	267	5132727	64152	0	a0e0ff1ad94640c0d299d1b10bc21d3e8afad7e575ba5e8ad2f386d76c238284	edaad3f0a8e81aa7e6695bc06e5567fd0edb0061f1e459e6c31934c54f5351c6	83776355b6492212299ea59a4e0f5c8f2bf3ff01488693d5e9abdce9ea421678	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003981675.1.fa	3ebef085cf76545db87f6164c7c6f17be4484c070f2ffa34de269ef675b57c45
67	GCF_905330275.1	GCF_905330275.1	PASS	9	5280851	5101183	0	d0230bb1074978d5af009e08ca40ed8ebd5ff61baac3b6af76290d06c93d2f03	1ce35640c3404cc370df03792f945009bae11378bd78d4c44fc5ba45567c64af	2b56e842754c43dacadb230678520803470513875254e46b4eac35609850a698	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_905330275.1.fa	0245d3e4a12ba7dd1657debbbb7de6295ee236cdbb34f78695e6976702793ead
68	GCF_001617565.1	GCF_001617565.1	PASS	7	5418293	5009900	0	0a2ab1a71a3f0b2b8b0da3b090e9df8519619d8b7acb2e17bcc39a97b80e2327	3f3ed10658f420e0ec1e100abb38d86e2a147d669151d2561244a083f0ba9946	ae5a476d6663073daf3ee5bfc06497ce360e3377ed78c2807bb227f5298540fc	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001617565.1.fa	29baef277820cd7ee2439acb2ae99c0954e55c14166893fd08b13e6d4446b046
69	GCF_003983415.1	GCF_003983415.1	PASS	221	5016974	70244	0	90037ccff9c6ad585bfbab8619700b2860f5d38426b770d23b12598a098c24a3	da660c94e70db369d1a53a3438242f32acb6eb8d08aac010c44ade0acde79fd6	a786f2b8179ce399f7a8c882950bfb988c75b941c6cb762350829e825376b627	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003983415.1.fa	f171075cdc5f34190af4339cba10aa8d975656dc69e4ac8de44b5767a552bdf6
70	GCF_009899475.1	GCF_009899475.1	PASS	231	5348632	43234	231	02910908f6e174dbd0a53a0cb0b0556342cb924f0a92cdc3a6b286f81acf7bcb	42c1332cbda9f338effb6fd674d4a53371a336d0ddc31bb43fc268e1264a1515	c7b7e933f49a81ba1035a738cd817cf7d1032e069f084bb2d37d6a4f947475a7	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_009899475.1.fa	03bbc9cb935c6858f74f0cd4f04f79cbca179621d41afa19ffdf8965eede0d3f
71	GCF_002511115.1	GCF_002511115.1	PASS	160	4656326	97011	0	0241f896df3d2a5a3013b919a8bdc6a4971d17ac7cf618ac38c36dca53993fef	a3c6e102663ab11ef6a5d8d3983938620f7bb0e27b24f18d87a6e3e922c1c332	949bb35fe224d7d472319886be52e98deff4a76292c4a9693f690f6ac7ed4a30	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002511115.1.fa	2056e6e4f3dffa8a4ef5e1bc6f847220c1b823381ab783b446e90db455606eea
72	GCF_001521595.1	GCF_001521595.1	PASS	257	5181005	50602	0	51a71c4ed7a8976d2089f8dd7254dad4493062b759e7f7e1c52c6efc48332dcb	a983fead5027cd9ba36329d46bad302f953f532b01fb65977fd52d4c2984c46b	9cef2dc55e86de0f454ec4a433aaf44a413034e3a0ea9cbf8fbbe99afb4d6202	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001521595.1.fa	9bd4c97f70e42fbac4038f6bb1814ce390d74552dcd824624ebdd7298357ce5e
73	GCF_019351215.1	GCF_019351215.1	PASS	190	5143869	130891	192	3e3e4c69ddf1b000f79918ab4cb4d05a494a44dc0b9bc06ae63a44cdb73d2b20	faf94c6f65b10cff137d69dffacedf6a912936edeb2ccc97cf2f4e0308a6fd77	a5c39efdf2698a54befcefc7c2900cad3fe27f1430b65b200118bf5655dcaf73	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_019351215.1.fa	9d19a0088ad23f9de0d876f490d838e46927fd4d7d28a31e2bd07e06e6df9fed
74	GCF_020731765.1	GCF_020731765.1	PASS	135	4756244	106587	0	b8c69ee83b3b3252af9fa7cfa3e76a56eae9843c645bf7be72e18476af546013	41dee7ea659919fc36b3b6f99d1eeddea87d7cb7cd19f185a20815c2ee6af9c7	3211bdd185d82986f3723f97914e92703b6970147bf1099320d07078b6b35c8e	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_020731765.1.fa	ba56cb1fd6a9df8255367d114169c856fc1e5a814bb821a79099e9b42f54d466
75	GCF_001577325.1	GCF_001577325.1	PASS	3	5197049	5033359	0	fa9bc044768b3129e57790a0c42cc5d1feb8130bbf68473647e155cbb749eb71	28b689f4be8db31fa1f55e4efbd5629f92fd7039f29d5641a6b635525ba33ada	951afaaeacd9fb679fc909cf1542d6970b02e378bc3702834942999972ff4b8d	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001577325.1.fa	241910b8cc64b831b3b6e72546b33838d7ac8c357ab03c502aee06e3b6267886
76	GCF_000777675.1	GCF_000777675.1	PASS	102	4927547	148281	10078	e8e21c25c320c2ae3f4d4957a9c2d9c3e13903f0974642a54a06ab9f51ebbd13	0556fd1660ad58be4673297f74b2b152dd064617917f263716e2986dc3619542	198f42fa1fbd72d6055512b792a984e2deea49ee403195b8cae34bd73d05d063	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000777675.1.fa	8deb9e61bab8f5213909020d8ca1a8a080f53862f2b06ffe728db1c71308c77e
77	GCF_002109645.1	GCF_002109645.1	PASS	15	4727787	2456206	8483	3df995c884804fc612af9145bed615b251aff1cfa55ded8dc2fc7c1e70472ea2	96d260e8e3c6733edf9853673307589961691cbe3b4c1ef6e6702ffddf4621f5	1c6a6a5e53c2cb2519e07b318ccf2c02dae687200f542dcacb5354288492dee7	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002109645.1.fa	bb0205e79acd2675ea618cbc016ef14b598a46e8154dcdc43d3151c535e25fa4
78	GCF_003076715.1	GCF_003076715.1	PASS	76	5192398	250976	924	5812721badfa8b5ebd1255342cc0edfc83e78dcc7dabb4839e5fcc928317077d	4f4aa3cf238617a0fa1e30f9ed24f36c303ad1732f80fe36fa64498709a19288	cb2b7417dcdec435ba9b2aeea7b232bfaa54aeb4cf8364b9162edca6114e2641	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003076715.1.fa	c8bcaf69f6f5974ce390dce0473de309494fbf3e24ee1ca099b654f35c224057
79	GCF_002518465.1	GCF_002518465.1	PASS	175	4925511	99795	0	b54bd4616adbfe97e2cdf4d79f19c5b6499e117a977cfe8420188991b6f07511	2670b5aae0971bdde777b4c824454d8950446b197d2c3a25072acf8e317d693c	53ab8f0aff79b8a6aee4f94eef51b4e4d476ef79d06e7ffc0f3e90a9492f8590	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002518465.1.fa	9efef2383229eb11b923c4b2ddc2df62c7dabbb6c4ce9ec57d9314a3ea349b12
80	GCF_000459215.1	GCF_000459215.1	PASS	14	5377926	3673815	1937	047351c88831fc4a6ff2b8e138f0cbddab8e4e7265c07bd578bfdc37e6c1f7b9	a46034e9bfbdf88d5b7873fd8575cfd7bde203b39c19a90c982dc349d627985d	399f28f9910672274ec5b6aacc6186fe7b82a64b5175ba73e32ae0b7d5643df3	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000459215.1.fa	e6ef625ab8de54e9a559d91b0d19dc76e03f1b326965c446f69c0b14ee89b18e
81	GCF_900010055.1	GCF_900010055.1	PASS	307	5270484	35456	0	78e2911d25387097d561ec2ec55738a0c44126b7752e790d4e89062d2ef3cc39	d9112c0dec55d384c2adc7005a2e8eb2e89783bac03bade64879d672e09eeae7	d51516ed71c5661cec01318a0c6b267bbfae0fd3927f568ff2fb26d03dc61710	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_900010055.1.fa	471f73df2bf3aa48ecfb6b5a1f497d96386b3e49a13e1657a9e24b6d06381390
82	GCF_002769075.1	GCF_002769075.1	PASS	298	5553525	126014	1023	da61c3ebf1884d9c86207d18c032dabbdec92f2dc0388e6335b8375402001df5	6a2a80afe6082f7220e5d1125df6e4e880bfc17bdf61d5355afcf04c22bc3791	b41133aa04ca625dc68662492f4ccdfc45f155ae88d481a8c0c72e640cab5d83	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002769075.1.fa	55cee27ced2f774db12a2c2d9a3708652ec9e38f3469a5e0889e4324359e6ad2
83	GCF_009910015.1	GCF_009910015.1	PASS	355	5414819	52651	0	50339ca8ef11aa745db9d0ce04002039750a1db53b08b7cfb7c049318fa0754d	552965463b0282c19f0a9b24f1f2c492c6876494b12bab5bf42a5762490a3710	21ffe70a9d9779634ebd6e778bdaab7048debdf1bb4c3bf0618aec7c9195d35f	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_009910015.1.fa	e943ab4816c23b39a4c64aca41f707de4b87d9950cad73646447ec5e26b15e45
84	GCF_013370905.1	GCF_013370905.1	PASS	123	5188945	280468	0	abd9b4790025a10d65502f518075f731350aa53c942f8ddc6e78ae63eb5d6220	c89ea531ffc3c13d008d9ed74547de8af827e0df5b9b6ad72f1933f5210d0446	31f6d121b5d0d37d4ef6f257e8e556cf93791a19679f85cc4ee03c359387556b	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_013370905.1.fa	a08d36f8839778042be93ca35cfce66dd5733aead2cc5f08270a30f7622b2c04
85	GCF_000619025.1	GCF_000619025.1	PASS	113	5434788	116094	15	388ad99c374ad4f21ecf564804102a58249d6b6c2d5fb7c643bf7d3bec57dabf	46faf001db5258b64a787d8d219ea0da7bccb56b3f5f77b572ba3c2f2a82a182	d8d303b7a677265bd53459dd5f47bca4e1f81649345dde31fd3d8366ac8c858c	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000619025.1.fa	53969a31828b553c4a58379974c2d92ba2f47f412ebdcc08873efe7f7e7fdf27
86	GCF_016404105.1	GCF_016404105.1	PASS	250	5434884	99612	0	50853b8c505db5938e18df9c668fa776cb0674a9df9a6cdad7aca74bebc0ad78	f906bd1e695f7fb40ed7a9931e3ed7f4b75b3e7bd2ed5bf6e63758a47ebb49fd	99f878f644dd8e561e73dc0c08d0ea6bfc8eea6fad8c1a113dc778ec8d5d7de2	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_016404105.1.fa	297d5bb398deb20d66f11b65f9d7aa5caf36a29e329c9736150a23cb86e177a5
87	GCF_902859475.1	GCF_902859475.1	PASS	124	5140749	247223	0	1dc1fd869041cb47c5737efbce576e0184dae394a9ea39376f103523656321be	929d6699bc07c39615dbcf585859171b4767d277ea55422b01853e0187440edd	b2dc7df5a64e81e802fdfd67e7c7924b4c8d95f47d32d5036a5489c565d438e3	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_902859475.1.fa	b9c0b0a040f97e6e7bad8c6f5347fd98f63464038d2730f5db0cc2ee7f3e9477
88	GCF_019282095.1	GCF_019282095.1	PASS	140	5173431	200157	231	bd5e737ae420da2dd2f68dcd65cc4848ab5a4f930552e533010d5d487a0cb851	d0c3f3716081a3a1dbf67c1134a93ab8cf42868434eb537490b7d574ceea5433	c2ccbfc52551e39af892f75696f9033e8e6ba93a7775a1fd70c2be66c1a0f469	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_019282095.1.fa	776e56c4a5cd944666995a2fc6457055d9a6f16bdad8ee97f81dc79a5df1f0c6
89	GCF_000326905.1	GCF_000326905.1	PASS	108	4973442	124223	95	86b981b2d8e9d442474f4028663e78da7ce23d0c0c92518e0ad23cfb56897754	2d4c03732be2018fc2236fb7c0cc081f8f5e1fe92f12656985c340d85d867189	2187f0eb33928a76efab2ee22a95a70c074eb4fedb3f19b091e08d244d663155	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000326905.1.fa	05d4b400f10c1a8b8ff82cb1d7cffce26e12d01a45d15d153c6e68d145e89b94
90	GCF_003357545.1	GCF_003357545.1	PASS	151	5008130	114890	893	e35ce894718d95503902e82b2739ab63e242034233d06e90fd807255151de375	ee0dc644be4971b803d1e0bf46213424275ecffa41d19fd1c1be2a737ba0924f	09d1654acbe086f9aee8390eca54b5fc3a1397f5ce09cb2c324b121b1f8fbe15	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003357545.1.fa	ee295343869c1fb54ed06b1586829eb0e51dfdac9b5c9f48c8d103fddd1bf0ca
91	GCF_001753505.1	GCF_001753505.1	PASS	2	5509229	5416633	0	7c9214e641d2f40a91d6d1031ffd773fb48439c8ce29cbafc350e4a585244a31	0c5c34e711f326f40ebad8f3866b6d4858aae55ce3d99023dc91bd6fb9ad1f43	96bda5dca8336f5e1e345a41f13dc88af0dbe4b16cdc6c110d1cb83ec5350aa5	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001753505.1.fa	a7affb89d0de9e04027b4be8bb522756b48a86bdf480dc8734a2d23e362bdb38
92	GCF_003292995.1	GCF_003292995.1	PASS	161	4981995	102699	562	26435c04823c7b136a23b4e61b4698b8d99fea59cf5081768a1dc28724d467b6	d1cf6ae554db7dd89b9a46304cfb11c8ab80af4f18dede5167e66fe2d1d57136	d29e40b5a4ef82055b5134e9896d1b23b5d3026e5d925c15cec6279704faa728	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003292995.1.fa	604cf033fcbb76503e2fef58338f62339fecdbdcba358594f2683428d5b5dd36
93	GCF_001713625.1	GCF_001713625.1	PASS	166	5424442	118998	0	49b5f3cd446c6312dbcaab0135263c913aa5833ace18aa487c113be44a4cc7f6	f1caa4e3fa3b353447c6d70b772d1db3a2dba9b00d08a292a1ba2494945d2d53	5c63c9198121901bd8102468629cc5d5057cd8b0d22ea4432666ed0505aef56c	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001713625.1.fa	e04f7f29fac9892cc4313b0bcaaf84ef2f2ea1ce173af7d0de5d974307eccc0a
94	GCF_010592655.1	GCF_010592655.1	PASS	990	4958607	90072	1066	fce9259e96c01f34bbb92d2752d0ae8e398467d9c73cd9138bd2f61e457bf728	b3c3e6517c373a645c8887bf740e86ba0cac50c9ebbe2e1ba04a9e2cbba30a60	03e0ef7a8e6e446da58ac806342b4249270a5506befecc21d07d670cae1a2c50	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_010592655.1.fa	9cb0619f35e0c23002c89fd5e4b988f196e3efbd92b8dafde63289f86e3b0b5e
95	GCF_003322245.1	GCF_003322245.1	PASS	128	5030571	123054	0	4f8797e642aef168013a2ae9b92de57a67fc56cd2eb827e44848db018e31dc4b	971a25a9d64f21da9e9a55ee9b6e85f3caa78ea08f04fd2c33c4510e45276903	86d062c2ccd805934dcf1007138c02b2e3ba746b47ad39fc75d8fceee9be1eda	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003322245.1.fa	236ac8ed717bce091d9c2c174ebacd903748d66623d97dc65526cdca26ac2bad
96	GCF_900490675.1	GCF_900490675.1	PASS	42	4644141	690002	0	15502d541a2a9ff5cc6ee681c14f679819f69d68f597089691f778ad2ecf6661	0ea14ea8682bc01c74eb132c73fcb8bb439dace66030cfcfa4272f8e4c5c072f	40cee93fcf62030eeb5fa8f7c03ca24b018d5ffbe0a2638d7c4b231de00dc4e7	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_900490675.1.fa	7cd9915b61e9a2b4bae50486a60ed7a128ce378dba2e62508f453b3d7103e151
