cohort_order	rung_n	assembly_id	exact_assembly_accession_version	input_line_number	input_occurrence_id	resolution_status	assembly_status	selection_stratum	stage_b_order	random_key	inclusion_probability	inference_weight	engineering_control_membership	collection_row_sha256	row_sha256
235	250	asm-v1-6321be3cb6ddc12340c51230	GCF_002916665.1	9211	occ-v1-655b0bf5e4c1db5477632429	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0239f95da37bffafef0e57944a00587c67cae86b9eef96f37bd3565cb8794cad	240/25353	25353/240	.	fe8b86f7414fa74c1f54edb76e8ed1a63cba16d7fd1fb9b967aa3b574583e8cc	6f6559932f37686beca10b036bf3d7f56d1db77aa8f8bda125590e430d0e7a40
236	250	asm-v1-3fc6bceeacc02a88735246cc	GCF_021108615.1	23585	occ-v1-401b978b2989f2c3a877859e	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	023de0b431c81741334e75aad338e91f154b2adc1fcf9d7e6f88649ce0afce86	240/25353	25353/240	.	50ef3f0b010c3b960fde90bdf4dd25928f64262e1161acb350f8ed0f8203fa9a	ba6db3b6455498934d320478534d1e2a494af11b45b7bf0e55ec0e7d0f0d17e4
237	250	asm-v1-1b37e39248808415785eea31	GCF_011045235.1	17174	occ-v1-dc133410d1083670926b07c1	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02435c508380253e1149b5ff9f2067593036966f9056beecb6ea36e18f2a0476	240/25353	25353/240	.	9fc3e7a09dc4561e22ef6449199d16b9fae1268707fcf10db99a437328032024	731a37229d6f50082227931a3bc5ebfa5b518c9db9dd33e79ef8c67d0540a78f
238	250	asm-v1-913fdb86e3099e72eeb62d05	GCF_019841145.1	22468	occ-v1-16d4da6f1de015f5b4ef7329	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	024443ca743534a416386a775b5b931d3e8e39a41d764284fb1d60586b70cb69	240/25353	25353/240	.	1c34faceece6278478f9220c1be86d0144670a0e14cbdf046481842c88cd3ab1	d3332026f9503540ff918809e06d8b5f3c3190a8e95d1cb602bedc426e308277
239	250	asm-v1-3cffdd1f3de98796b9642a95	GCF_002769655.1	8929	occ-v1-b380e01f640e08013b45e53d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02447c280d663bc6a5cab0517d57059b986b8ec553799f4ffb7c439027f7f735	240/25353	25353/240	.	a80cc5c7bd461e1aca5d3a9a31f38a1ce67ae6c75df5e60e83b7d4f16acc6ec5	f6a14c1d4d6522449e7014162141c2144983a482594c45522ad372164823708f
240	250	asm-v1-2d1440e268020c876299457a	GCF_014855895.1	18906	occ-v1-a278ce3b166533aa75a6b515	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	024ed1f4faffeac84bdd22a4a383aceb8c55cf1328fe6214e5e916f364954254	240/25353	25353/240	.	4b1d49625f0dcf95bcb28fb2ea28f72d63fc7c4154ff3352dd5f0dc1af080b88	fd47935f5615827feb4baa178bde7214768f8848ee57abbad432d4f088642a8e
241	250	asm-v1-840dd8decda2b1d411157d40	GCF_006350385.1	15332	occ-v1-b6ebfaa1bcd47463b8c4d0db	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0252b196389e157a47f8eae838820b03e8232d619a71933226c97f159bd1fdb9	240/25353	25353/240	.	a6e8917bac06a69a5c2e2bd6490ea4b70ad89f5725a8933c48d4da18cfae64e4	3b39f83837b41a5f3188d38973e481bb62b704e956841432fd8dfb45379742b2
242	250	asm-v1-aaba6e48e97c5b702c1a7345	GCF_009627495.1	16156	occ-v1-a912a581ac29a9a164f403c6	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02581548ed6bacac6bb248fa57b1f810841bb19f118648f4f3957e6150614719	240/25353	25353/240	.	4c22f055d8630b27f4b3bf1db157363e044f9686e3fb75d14ef071100f9f4a56	48839fd38a73913944bbb11ab9a0bcf46062d2d118a08b8ef9abae345e15a7f4
243	250	asm-v1-b9c8f681f0af8d6b4cbfe0e0	GCF_003829865.1	11834	occ-v1-4e7868af2a991e58f0da0e5a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	025b04099461849bcd9991f6f60e92b6d7ea1378488b19482d69af28380a96c8	240/25353	25353/240	.	375b7f8c420d40443ab1b97954909d2a84746adc2ec49cbd94161581d2fe5a68	9a453854c5b1450552f08abce4c70bdc63905db048180ad399468de6333a2cbf
244	250	asm-v1-a8899c54ac12f5d2fa71619f	GCF_002810895.1	9040	occ-v1-1e7987fb7f63b947b8cf6782	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0261ba675a956a8c6178f2d6593f427fd6551fc9f5b7c7437a24a1c1bceccb5f	240/25353	25353/240	.	4fca947a8f9a399e1c630d4863d34fe729fed620ed1a95f89dca30c9b0b74511	687f65ce83147141b5b9e1085c7a8da9a975be7515ab6e3b4140a4249f71acf6
245	250	asm-v1-69c25f89fc43848d200c20c2	GCF_014170995.1	18558	occ-v1-f6d9a8f64cdacfd6601a828a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	026746b13c77953c7c289ed240035634e79b2d78dacb0b85fade3e0f79a98cc8	240/25353	25353/240	.	430571d81f07dc1e178c69303f65f670a907cd05f0c836adb0997641bdd26301	55b8b4748b263dd1d2b2d7943003e91c6e97020e7ffada8dae951498a5a4d6a4
246	250	asm-v1-3c45ab2d84c2cf1a0fdef8a4	GCF_000781295.1	2448	occ-v1-2a0b5b483cd6717c3d002450	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0269199394c3796f326bb27a4185cbfff5676967d475fc165ca9a75c70e5d669	240/25353	25353/240	.	c99f71e67a70ab42f14b6b6e294c1f2bd34603dcfe831fce7828803025700e2e	76a5fad54482ea3092e88802ac41ff64c5c761408455b79334de74b9614beb29
247	250	asm-v1-8fc2312ecd77fdae4f169593	GCF_002767435.1	8853	occ-v1-3b0edddf09ba097e2f97e395	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	026990607bfe178987fa2796f7abe2dee92bfc090a30632aab0573fdc26702f0	240/25353	25353/240	.	37759f3be9ac92d72f87dc4e8482e5f761a778997b4c6cf41c5a995f9fe33d95	7f836d35e9ff4a5ab057fcd32dcd4319f84f4cc6f9e0bfa3d23dec8b16c03eda
248	250	asm-v1-aae4222b88812cba293725ab	GCF_003982245.1	12154	occ-v1-06856275a4e6dfeb2129cb73	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	026bc3a2d7bd0513e3a98e2146586a3a46c46256caeb4627b37047b932090994	240/25353	25353/240	.	9e2501fe7b8f3dcaaa9940d2bedb94377dbf9b231c711aad221603a12b9bd3a7	6fae64bc6375819942eca6ede660a7445db570f07b82b872cff6d371ece40869
249	250	asm-v1-a9edfd2922de17b79502771a	GCF_900479215.1	24523	occ-v1-74d35209e5ae8fd952b2cea5	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	026bcc9e24067ba4e1aa6741fde7361041e1bd07017b7151db1b7db663d23031	240/25353	25353/240	.	1ca5ecbbb7d45b09a97d5757a7d27f53f50e011a0b8666b7dd64ddcef690cbc3	3f2a52edbaf9eb0f5f9011dbc63f2d9246368066ef5fa83bd106690f01a9ca8b
250	250	asm-v1-1322c63cb70c80ecaa9387c5	GCF_020089695.1	22804	occ-v1-f7fb4e4ce0c5084121278592	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	026cef11c280e961d9f0097da002d8759a7669576cc4037aa0aa20d16e490f84	240/25353	25353/240	.	40ba97521da3f49c91ab8d19910645fe7c6512bca82f724a5f9ab21570452e90	b2505f1fc44481e9533290add20dbc09f2f3b24ea0ba856c7adca7ab88536c6c
